Customer ID,Name,Age,Gender,Email,Phone Number,Purchase History (count),Average Purchase Amount ($),Total Spend ($),Region,Preferred Payment Method,Transaction Time,Transaction Amount,Location Mismatch,Category,Sales_Month_1,Sales_Month_2,Sales_Month_3,Sales_Month_4,Sales_Month_5,Sales_Month_6,Subscription_Start_Date,Last_Login_Date,Complaints,Churn,Days_Since_Last_Login,Subscription_Tenure_Days,Cluster,PCA1,PCA2,Customer_Segment,Spend_per_day,Engagement_Score,Is_Inactive,Avg_Sales_6mo,Sales_Month_7,Predicted_Sales_Month_7,Fraud,Fraud_Probability,Fraud_Risk_Level,Customer_Segment,Churn_Probability,Risk_Level
2d42860a-7002-4b8c-a050-4af38a085a22,Victor Moreno,42,Non-Binary,wilsonrichard@example.com,998-523-0658x39763,10,375.62,12780.09,0,Credit Card,"Odd Hours (e.g., 2 AM)",Normal,No,Food,566,373,978,838,719,724,28-05-2022,12-06-2023,2,0,709,1089,0,3.5889401729801023,-1.064143289,0,11.724853211009174,1252.0666666666666,1,699.6666666666666,650,637,0,0.1755357142857143,Low,Budget/Occasional Buyers,0.075958146,Low
dd14ff3d-4ea3-42fc-ada6-8e6fd6d187bb,Brian Le,23,Non-Binary,elizabethsimpson@example.net,001-632-289-9752,30,399.94,1054.81,1,Bank Transfer,Normal Hours,Normal,Yes,Apparel,314,487,152,712,655,180,12-12-2023,20-12-2024,1,0,152,526,0,4.005665491102246,0.2681471442269699,0,2.001537001897533,5999.1,0,416.6666666666667,388,392,0,0.25,Low,Budget/Occasional Buyers,0.030500000000000003,Low
0d85d2a6-dcfc-4ce0-9e30-74e968310bd3,Christine Pacheco,44,Male,obullock@example.com,453.974.6603x62180,9,81.73,10489.5,1,Cash,Normal Hours,Normal,No,Electronics,430,700,891,561,439,798,04-05-2023,11-11-2024,1,0,191,748,1,1.4559772594876532,-0.566349016,1,14.004672897196262,367.785,1,636.5,575,566,0,0.1,Low,Premium Loyal Customers,0.18824376944744675,Low
c2bcb749-851c-40dc-b773-500c0d164a66,Maria Bradley,32,Male,westmichael@example.net,6586770222,19,272.55,12286.52,1,Credit Card,"Odd Hours (e.g., 2 AM)",Normal,No,Health,558,415,316,742,897,212,02-10-2023,10-06-2023,0,0,711,597,0,3.667938779509874,0.04684554,0,20.546020066889632,5178.45,1,523.3333333333334,407,409,0,0.11,Low,Budget/Occasional Buyers,0.090016002,Low
a6078ab2-4e24-42f4-bd24-b93e94d6221b,Devin Mcguire,66,Non-Binary,troy41@example.com,602.321.4289x320,9,82.84,19632.59,2,PayPal,"Odd Hours (e.g., 2 AM)",Normal,No,Furniture,187,113,863,868,430,101,05-07-2023,02-08-2024,1,0,292,686,0,2.2522466361035107,-0.562271095,0,28.577278020378458,372.78,1,427,257,268,1,1,High,Budget/Occasional Buyers,0.4832840569304182,Medium
297cef52-4d6e-43ed-a566-c727ec2a8f6f,Charles Castillo,41,Non-Binary,robert75@example.net,001-602-294-4327x395,40,36.07,17348.11,3,Cash,"Odd Hours (e.g., 2 AM)",Normal,No,Food,472,341,287,104,739,741,04-12-2022,02-02-2024,0,0,474,899,0,5.209496865053726,0.9420265761007734,0,19.27567777777778,1442.8,1,447.3333333333333,511,510,0,0.8955025170907518,High,Budget/Occasional Buyers,0.093595301,Low
a4577f65-0d75-43cb-a04a-eb9288a45351,Alexander Schneider,68,Male,joshua33@example.com,001-924-556-1647,36,426.21,12466.08,1,PayPal,Normal Hours,Unusually High,No,Food,199,876,479,317,605,319,03-10-2023,04-10-2023,1,0,595,596,0,5.553099746240008,-1.183623673,0,20.881206030150757,7671.78,1,465.8333333333333,322,335,0,0.24,Low,Budget/Occasional Buyers,0.056771709,Low
358a4d71-d45f-446f-8609-3228340756e5,Jamie Arnold,49,Non-Binary,zlarsen@example.net,6559476429,40,232.1,5236.86,3,Cash,Normal Hours,Normal,Yes,Electronics,971,445,592,602,447,665,18-04-2023,18-05-2024,1,0,368,764,0,4.248821908860434,0.61071302,0,6.845568627,4642,1,620.3333333333334,536,538,1,0.99,High,Budget/Occasional Buyers,0.21739921453459188,Low
dfdfd05b-4ae2-4aa8-a7c3-2cc2ff908e17,Jennifer Ferguson,59,Male,obarnett@example.com,265-236-9921,5,364.77,13548.97,3,Credit Card,Normal Hours,Unusually High,No,Furniture,763,664,140,866,572,954,31-05-2022,27-01-2024,3,1,480,1086,0,3.2260710662898013,0.066770973,0,12.464553817847284,455.9625,1,659.8333333333334,681,685,1,1,High,Budget/Occasional Buyers,0.8764429940795728,High
0581e0f5-9714-4622-ab54-527689b95001,Jessica Garcia,74,Male,ashley10@example.org,(447)902-9853x153,16,413.67,3026.96,0,Credit Card,"Odd Hours (e.g., 2 AM)",Normal,No,Apparel,230,997,256,497,330,835,19-02-2023,15-05-2023,2,0,737,822,0,2.497807552281264,-2.341632829,0,3.677958687727825,2206.24,1,524.1666666666666,462,468,0,0.31,Low,Budget/Occasional Buyers,0.24954898557391383,Low
99bcf495-ba15-484e-89b5-2d0dbecca2ce,Joe Wilson,54,Female,hlynch@example.org,914.736.2028x363,9,321.89,7291.67,2,Credit Card,Normal Hours,Normal,No,Furniture,761,439,114,970,289,324,25-10-2022,14-07-2023,2,0,677,939,0,2.1482558507417155,-0.291857886,0,7.757095744680851,965.67,1,482.8333333333333,484,475,0,0.7309761904761903,Medium,Budget/Occasional Buyers,0.26341057606261625,Low
ba60e356-fae8-48e3-afff-49d9ca12f2d4,Shawn Morse,59,Male,cbowman@example.net,(566)848-1071,31,97.27,4128.23,2,Cash,"Odd Hours (e.g., 2 AM)",Unusually High,No,Electronics,408,191,912,894,324,484,03-09-2023,05-02-2024,2,0,471,626,0,2.3217814625441213,-0.439217939,0,6.584098883572567,1005.1233333333332,1,535.5,458,459,1,1,High,Budget/Occasional Buyers,0.24954309687332646,Low
a767e542-f366-4610-842e-c39f3594300c,Cheryl Graves,23,Non-Binary,kherman@example.net,717.564.8404x7441,18,289.44,11367.3,1,Credit Card,"Odd Hours (e.g., 2 AM)",Unusually High,No,Electronics,869,466,164,492,484,502,20-09-2022,01-10-2024,3,1,232,974,0,3.5446302425449745,0.4177888339907026,0,11.65876923076923,1302.48,1,496.1666666666667,448,450,1,1,High,Budget/Occasional Buyers,0.7829609404380483,High
773df8a0-fc69-4458-9ed1-f0f3cea0374b,Kenneth Munoz,40,Male,davidfriedman@example.com,(857)202-1074,9,58.33,14551.29,2,PayPal,Normal Hours,Normal,Yes,Furniture,443,554,956,306,476,737,24-05-2022,02-02-2023,2,0,839,1093,1,1.2286162279879758,0.5502837538859142,1,13.300996343692873,174.99,1,578.6666666666666,428,431,1,1,High,Premium Loyal Customers,0.2749564036618947,Low
f3c35955-94e5-4060-9a5b-202bfa4f8895,Susan Reeves,52,Non-Binary,alexander03@example.org,250.910.6461x2067,7,48.6,5305.03,3,Credit Card,Normal Hours,Normal,No,Electronics,591,527,938,114,382,229,12-12-2022,18-11-2024,1,0,184,891,1,-0.155287654,0.4748000578797053,1,5.947343049327354,170.1,1,463.5,202,219,0,0.69,Medium,Premium Loyal Customers,0.40664094005709717,Medium
157ed906-174f-4f14-b517-513ae357c0a3,Julia Todd,25,Male,tanya97@example.org,903.220.9911,46,49.72,15053.85,3,Bank Transfer,Normal Hours,Normal,No,Furniture,513,608,620,957,732,152,16-09-2023,04-04-2024,0,0,412,613,0,5.734847667731573,1.5341511293316414,0,24.517671009771988,2287.12,1,597,477,475,0,0.19898809523809524,Low,Budget/Occasional Buyers,0.23591054656605778,Low
edaa6532-68cf-49d8-9607-01f552a3a67d,Jessica Sandoval,68,Non-Binary,nelsonaustin@example.org,804-456-4707x9617,35,123.61,5523.97,1,Bank Transfer,"Odd Hours (e.g., 2 AM)",Normal,No,Health,905,875,443,653,727,783,26-07-2023,14-04-2024,2,0,402,665,0,3.3453059943323686,-1.541953594,0,8.294249249,1442.1166666666668,1,731,604,613,0,0.06,Low,Budget/Occasional Buyers,0.1518528640441684,Low
8b4a5e63-c789-4b09-ace6-9f4abac227f6,Anthony Lawson,18,Male,escobarmichelle@example.net,669.914.2070x7221,15,24.85,11261.72,0,PayPal,Normal Hours,Unusually High,No,Furniture,485,134,228,991,844,829,02-01-2022,10-01-2024,2,0,497,1235,1,0.95988468,0.2759107822554116,1,9.111423948220065,124.25,1,585.1666666666666,802,798,1,0.81,High,Premium Loyal Customers,0.17370564805813996,Low
1960a217-f660-4dc1-aa06-4b6124700b6e,Tammy Wang,48,Female,courtney52@example.com,356.239.5356,18,429.18,14318.01,2,Bank Transfer,Normal Hours,Normal,Yes,Furniture,291,305,747,560,358,771,31-10-2022,22-01-2023,1,0,850,933,0,5.516807283189997,-0.273886964,0,15.329775160599572,3862.62,1,505.3333333333333,498,494,1,1,High,Budget/Occasional Buyers,0.10251249360860344,Low
f44884f9-5291-4fc2-9802-7fb21cb645f8,Mario Lam,35,Female,jenniferlowe@example.net,259-851-8749x81405,15,33.76,10346.52,1,Cash,"Odd Hours (e.g., 2 AM)",Unusually High,No,Electronics,376,180,571,790,458,809,11-09-2022,31-10-2024,0,0,202,983,1,1.672148808113386,-0.148568053,1,10.514756097560976,506.4,1,530.6666666666666,604,615,1,1,High,Premium Loyal Customers,0.13864261482586948,Low
08c34506-2ace-4eae-a479-27696134c1d1,Michael King,34,Non-Binary,nancy95@example.com,(904)957-1559x773,32,187.99,7251.24,1,Cash,Normal Hours,Normal,No,Electronics,260,661,162,674,809,515,14-10-2023,07-02-2023,2,0,834,585,0,3.622881942699946,-0.044897778,0,12.374129692832764,2005.2266666666667,1,513.5,553,559,0,0.1,Low,Budget/Occasional Buyers,0.10627414512810615,Low
637aec5f-e133-46ea-bdc4-11baeb72e2ab,Debra Brooks,34,Female,byoung@example.net,001-684-381-2410x577,23,158.58,14518.26,2,PayPal,"Odd Hours (e.g., 2 AM)",Normal,No,Food,559,971,238,963,555,346,29-03-2023,18-08-2023,2,0,642,784,0,3.135093300736006,0.8481752882821348,0,18.49459872611465,1215.78,1,605.3333333333334,590,580,0,0.7462139249639249,Medium,Budget/Occasional Buyers,0.13909868849683188,Low
ac43a478-1112-4a75-ba70-df33238b343d,Peter Bradley,21,Female,dbrooks@example.com,001-456-304-8393x40970,23,353.72,17401.4,3,Bank Transfer,"Odd Hours (e.g., 2 AM)",Normal,Yes,Food,413,487,598,842,510,935,06-02-2022,31-12-2023,0,0,507,1200,0,6.121705548,1.5070858084456014,0,14.48909242298085,8135.56,1,630.8333333333334,695,689,1,0.9473358585858587,High,Budget/Occasional Buyers,0.13,Low
ca87ca53-c2e1-4b5b-9e07-06db250e2eb0,Eric Munoz,45,Female,qcarter@example.org,(658)797-7622,33,74.15,19933.16,1,Cash,Normal Hours,Unusually High,No,Health,121,101,692,340,748,538,09-06-2022,16-07-2024,2,0,309,1077,0,5.264098631661141,-0.523891984,0,18.49087199,815.6500000000001,1,423.3333333333333,455,511,0,0.23,Low,Budget/Occasional Buyers,0.13698035182577428,Low
7fe80b61-b3b1-47ea-b131-316aafb49ebe,Joshua Nguyen,19,Non-Binary,stuart92@example.org,7995648966,42,421.08,15022.48,1,PayPal,Normal Hours,Normal,No,Food,352,489,491,663,417,302,09-01-2022,13-03-2024,3,1,434,1228,0,6.648837493775728,0.8854699870354946,0,12.22333605,4421.34,1,452.3333333333333,420,418,0,0.19,Low,Budget/Occasional Buyers,0.8111239316239316,High
4edac9a5-f59d-4387-b921-fb192e032b70,Travis Gordon,57,Non-Binary,lestercatherine@example.net,(518)531-4719x950,34,423.36,13762.49,3,PayPal,Normal Hours,Normal,No,Furniture,847,665,774,195,776,283,21-08-2022,10-10-2023,0,0,589,1004,0,5.660299950852489,0.5063365229394594,0,13.694019900497512,14394.24,1,590,324,328,0,1,High,Budget/Occasional Buyers,0.034937888,Low
e1dda6e3-d90c-4d20-ac32-bad69e1fa2af,Bonnie Snow,24,Non-Binary,lewistracey@example.com,6388220801,50,334.38,12992.88,1,Cash,Normal Hours,Normal,No,Electronics,956,205,518,999,324,222,09-04-2022,27-01-2023,1,0,845,1138,0,7.254821384109911,0.4066339613601266,0,11.407269534679545,8359.5,1,537.3333333333334,396,395,0,0.1,Low,Budget/Occasional Buyers,0.17704761904761906,Low
3b36184f-41c0-458b-876c-fdaec8dc66bd,Christina Gould,21,Non-Binary,kathleennguyen@example.com,001-972-904-3944,24,421.76,14023.41,0,Bank Transfer,"Odd Hours (e.g., 2 AM)",Normal,No,Food,660,871,388,833,918,500,21-10-2023,14-08-2023,0,0,646,578,0,5.980527357871543,-0.357166667,0,24.220051813471503,10122.24,1,695,544,547,0,0.21085317460317463,Low,Budget/Occasional Buyers,0.062005952380952384,Low
9fc1f6e0-0f4d-437a-8d63-03c657b9700c,Anna Lynch,55,Male,jillianmoody@example.org,317-762-1547,18,173.91,18851.57,3,Credit Card,Normal Hours,Normal,No,Food,574,921,478,584,333,866,27-07-2022,04-10-2023,1,0,595,1029,0,4.114896140120501,0.3217861704032977,0,18.302495145631067,1565.19,1,626,497,500,0,0.35,Low,Budget/Occasional Buyers,0.14397642868453023,Low
4a1bfdfc-d72d-4583-802e-5617c7325aea,Nichole Cervantes,74,Female,schultzdavid@example.net,001-458-440-3401x0788,15,470.63,11158.33,1,Cash,Normal Hours,Normal,No,Health,158,576,872,506,783,393,11-05-2022,31-08-2024,0,0,263,1106,0,4.573077772201965,-1.882317317,0,10.079792231255643,7059.45,1,548,503,501,0,0.03,Low,Budget/Occasional Buyers,0.070977011,Low
78321341-39c8-4dca-952f-e432ef04b3d2,Connie Hanna,38,Female,owallace@example.org,(949)332-1812x1849,35,490.71,16113.21,3,PayPal,"Odd Hours (e.g., 2 AM)",Unusually High,No,Health,610,802,589,330,763,379,08-02-2023,11-10-2023,2,0,588,833,0,6.669773639568335,1.2806604569651987,0,19.320395683453235,5724.95,1,578.8333333333334,483,464,1,0.92,High,Budget/Occasional Buyers,0.054043478,Low
0520ede4-4a20-4a9e-a1b9-6d9fb1f50281,Chad Johnson,49,Male,arellanodouglas@example.com,001-968-811-1582x930,10,398.47,18228.68,2,PayPal,Normal Hours,Normal,No,Furniture,781,501,330,848,926,936,01-06-2022,25-04-2024,0,0,391,1085,0,4.190225002760134,0.08630204,0,16.785156537753224,3984.7,1,720.3333333333334,830,826,0,0.9719452272114458,High,Budget/Occasional Buyers,0.0425,Low
fec2749b-44ee-46f0-9d56-d5183021d878,Karl Duncan,55,Female,mcdonaldmichelle@example.net,001-885-966-5432x09217,31,380.83,5395.02,2,PayPal,"Odd Hours (e.g., 2 AM)",Normal,No,Electronics,575,829,140,754,473,983,23-02-2022,28-03-2024,3,1,419,1183,0,3.569115626074844,-0.004390469,0,4.55660473,2951.4325,1,625.6666666666666,680,676,1,1,High,Budget/Occasional Buyers,0.8826691852249067,High
cf6820f1-e457-4f46-a60f-376e95e2ff2a,Catherine Doyle,54,Non-Binary,bradleylinda@example.net,+1-607-534-3367x156,24,444.86,14644.85,3,PayPal,Normal Hours,Normal,No,Health,799,655,127,270,771,709,30-04-2022,20-10-2024,1,0,213,1117,0,5.083366223258103,0.5732622916340111,0,13.099150268336317,5338.32,1,555.1666666666666,554,553,0,0.22,Low,Budget/Occasional Buyers,0.0542,Low
6664d820-8ba0-4f78-907a-e09f6645b12e,Christopher Oneal,29,Female,lucas38@example.org,922-489-3115,21,60.54,12681.09,3,Bank Transfer,"Odd Hours (e.g., 2 AM)",Normal,No,Food,882,261,234,640,707,297,04-11-2023,30-05-2024,3,1,356,564,0,3.1424655257884506,1.2488621627154128,0,22.44440707964602,317.835,1,503.5,385,389,0,0.7990616883116881,Medium,Budget/Occasional Buyers,0.8839039160415332,High
5f8d5b27-2be6-48f9-856d-fc78ae88d9af,Kenneth Williamson,30,Non-Binary,kevinmiller@example.org,(455)306-3256x977,43,188.39,5638.74,0,Bank Transfer,Normal Hours,Normal,Yes,Electronics,289,301,300,135,571,610,20-09-2023,30-06-2024,4,1,325,609,0,4.580375805013592,-0.551340045,0,9.243836066,1620.154,1,367.6666666666667,406,422,1,1,High,Budget/Occasional Buyers,0.8823477662257896,High
005c24be-44b8-4dda-868e-34e9f8c2095f,Brandon Johnson,68,Female,rosaleskellie@example.com,2784747932,8,358.73,10488.33,1,PayPal,Normal Hours,Normal,No,Electronics,786,369,939,624,332,851,10-08-2023,11-07-2023,7,1,680,650,0,2.265941085137732,-1.300298202,0,16.11110599078341,358.73,1,650.1666666666666,542,543,0,0.19,Low,Budget/Occasional Buyers,0.9268440564164705,High
35515068-af98-4ee8-b557-3711c987f9de,David Ho,52,Male,thomasbell@example.com,9776361306,17,152.45,14647.28,2,Credit Card,Normal Hours,Normal,No,Food,662,962,879,259,791,243,17-09-2023,18-02-2023,5,1,823,612,0,3.104668830742152,-0.158528287,0,23.89442088091354,431.9416666666666,1,632.6666666666666,439,437,0,0.2886666666666667,Low,Budget/Occasional Buyers,0.6456532467840055,High
acb137d2-4fcb-4015-bab8-06fd9bacefa2,Stephanie Brown,55,Male,natalieprice@example.com,694-629-1640x305,32,61.38,8390.97,0,PayPal,Normal Hours,Unusually High,Yes,Health,975,915,132,938,212,708,24-02-2023,26-05-2024,1,0,360,817,0,2.083266216022184,-1.182547118,0,10.257909535452322,982.08,1,646.6666666666666,552,551,1,0.93,High,Budget/Occasional Buyers,0.16200454564071345,Low
e240c4d4-1eb4-4977-b1c2-a264c9da303e,Danielle Barrett,43,Female,mcphersonshawn@example.org,402.956.7584,12,90.14,1783.11,3,Credit Card,"Odd Hours (e.g., 2 AM)",Unusually High,No,Food,666,370,147,798,929,300,26-02-2023,17-01-2023,1,0,855,815,1,-0.062505438,0.8804296172264877,1,2.185183823529412,540.84,1,535,470,476,1,1,High,Premium Loyal Customers,0.4236098303615959,Medium
52d393f1-1473-4404-9d1b-fd42e6815c7d,Stephen Velazquez,56,Non-Binary,kimperez@gmail.com,809-378-8168x26838,13,173.69,2257.97,1,Credit Card,Evening,309.48,0,Health,221,566,314,430,558,187,20-01-2025,05-03-2025,1,0,77,121,1,0.5883407520954991,-0.923717722,1,18.50795081967213,1128.985,0,379.3333333333333,344,334,0,0,Low,Premium Loyal Customers,0.025872126,Low
5eb13d85-f465-4c17-ae8b-220944cbc422,Thomas Smith,70,Male,tmiller@yahoo.com,(189)388-2886x0483,7,121.43,850.01,1,Credit Card,2:00 AM,126.07,1,Food,121,352,847,956,660,574,29-10-2022,19-01-2025,1,0,122,935,1,-0.580118002,-1.521279513,1,0.908130342,425.005,0,585,600,611,0,0,Low,Premium Loyal Customers,0.096091268,Low
77911335-e210-4792-9629-8e0d2f52ef4e,Rebecca Morris,33,Male,wandalong@yahoo.com,(290)261-6956x88529,7,76.18,533.26,1,Debit Card,Afternoon,318.96,0,Health,343,931,604,230,584,918,09-07-2023,23-02-2024,2,0,453,682,1,-1.11957993,0.1494986205060697,1,0.7807613469985358,177.75333333333333,1,601.6666666666666,555,560,0,0,Low,Premium Loyal Customers,0.43966504498095416,Medium
e3cf4a52-da7e-462a-84df-6fb8aacb99b4,James Bell,31,Non-Binary,youngjane@gonzalez.com,+1-245-732-4230x827,13,164.55,2139.15,3,Debit Card,Night,149.16,1,Food,466,554,527,608,875,134,21-12-2024,23-04-2025,3,0,28,151,1,0.326387402,1.481096937527659,1,14.073355263157897,534.7875,0,527.3333333333334,468,461,0,0,Low,Premium Loyal Customers,0.052328089,Low
ff940049-3df6-4ed4-8a78-329e6a9746af,Carl Myers,59,Male,melissagarza@collins.com,001-743-126-4433x2701,11,141.19,1553.09,3,PayPal,Evening,296.07,0,Health,301,369,962,915,370,555,17-08-2023,25-06-2024,5,0,330,643,1,-0.467097227,0.4210910480814252,1,2.4116304347826087,258.8483333333333,1,578.6666666666666,568,561,0,0,Low,Premium Loyal Customers,0.4301923420271627,Medium
6003955d-dadf-4f28-95cb-5f59767365ba,Donna Lane,42,Female,watsonjesse@williams.com,917-605-4876x5026,8,166.2,1329.6,1,Credit Card,Night,169.19,0,Furniture,164,956,938,620,443,228,05-10-2023,09-08-2024,1,0,285,594,1,-0.037645247,-0.358154014,1,2.234621848739496,664.8,1,558.1666666666666,395,337,0,0,Low,Premium Loyal Customers,0.4535458931239665,Medium
92c159e2-d2c1-4740-b781-aa48433b2432,Alex Mckinney,34,Female,francogabriel@hotmail.com,001-057-257-0533x493,14,137.71,1927.94,0,Credit Card,Night,138.43,0,Electronics,673,827,904,198,783,971,08-06-2024,04-09-2024,2,0,259,347,1,0.4207247094031446,-0.611939943,1,5.540057471264368,642.6466666666666,1,726,621,622,0,0,Low,Premium Loyal Customers,0.2251028069831467,Low
83c59222-892a-46a5-b33e-87c9e61e70f7,Roy Gomez,20,Male,yjones@yahoo.com,501-788-7309x483,13,148.21,1926.73,0,PayPal,2:00 AM,325.17,0,Food,492,306,114,957,653,991,28-05-2022,24-11-2022,0,1,909,1089,1,-0.128266273,0.1910505233006839,1,1.7676422018348623,1926.73,1,585.5,768,772,0,0,Low,Premium Loyal Customers,0.8235487664031621,High
77223573-7ad7-4bc7-8936-341f87a15dd7,James Silva,56,Male,orandall@yahoo.com,(673)530-4960,10,110.9,1109,2,PayPal,Morning,233.92,0,Food,330,848,754,270,640,135,14-08-2023,19-10-2023,5,1,580,646,1,-0.845623645,-0.072136309,1,1.714064914992272,184.83333333333331,1,496.1666666666667,317,316,0,0,Low,Premium Loyal Customers,0.8620245625513574,High
5ec415c2-a406-4941-888e-ebf2ec2e2fa5,Jason James,45,Female,perrywatson@hale.com,(481)421-6688x0330,13,154.85,2013.05,0,UPI,Evening,277.49,0,Furniture,605,447,572,330,289,324,22-03-2024,27-04-2025,2,0,24,425,1,-0.417211246,-0.743129083,1,4.725469483568075,671.0166666666667,0,427.8333333333333,331,318,0,0,Low,Premium Loyal Customers,0.18052823859740982,Low
cef8bc81-dbbb-4ed4-85fb-4d071c3ff549,Amanda Martinez,20,Female,farmererika@hotmail.com,(942)760-8814,9,132.86,1195.74,2,PayPal,Morning,135.82,0,Health,926,473,771,707,571,332,20-07-2022,19-11-2023,1,1,549,1036,1,-0.680653827,1.4221684630940437,1,1.153076181292189,597.8700000000001,1,630,422,430,0,0,Low,Premium Loyal Customers,0.5684806502181527,Medium
0b04087c-fbad-4300-9944-a7b59f131b6d,Matthew Brown,29,Male,dbryant@robinson.org,320.358.3791x3337,7,96.37,674.59,3,UPI,Evening,120.59,0,Furniture,180,798,212,101,741,319,27-05-2024,26-03-2025,0,0,56,359,1,-1.479888172,1.7814155179642888,1,1.8738611111111112,674.59,0,391.8333333333333,361,361,0,0,Low,Premium Loyal Customers,0.13954589270197007,Low
